,Sales,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Charlotte,Actuals,$0,"$2,500.00",,,,,,,,,,,,Expense Hamshire
,Forecast,$0,$870,"$3,480","$5,220","$6,960","$8,700","$10,440","$12,180","$13,920","$15,660","$17,400","$19,140", ,mortgage,11500
,,,,,,,,,,,,,,,taxes,1500
,Sales,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,,electric,600
Houston,Actuals,"$10,000",,,,,,,,,,,,,BOTG/landscaping,500
,Forecast,"$5,023","$5,351","$11,575","$12,449","$13,322","$14,196","$15,070","$15,943","$16,817","$17,690","$18,127","$18,782",,prop management,1200

,Sales,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,,repair,500
Rethink,Charotte,"$26,879","$28,379","$30,379","$32,379","$34,379","$36,379","$38,379","$40,379","$42,379","$44,379","$46,379","$48,379",,marketing,500
,Houston,"$15,305","$15,805","$16,305","$16,805","$17,305","$17,805","$18,305","$18,805","$19,305","$19,805","$20,305","$20,805",,total,16300
,Forecast,"$39,222","$40,522","$41,822","$43,122","$44,922","$46,722","$48,522","$50,322","$51,622","$52,922","$54,222","$55,522"
,,,,,,,,,,,19335 on 10/6 mt holly,19963 on 10/14,20153 on 10/17,20153 on 10/18,20743 on 10/20,20744 on 10/21
,GOAL +/-,"$2,962","$3,662","$4,862"
2025,Sales,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,YTD
Rethink,Charlotte,"$26,879","$28,379","$30,379","$32,379","$34,379","$36,379","$38,379","$40,379","$42,379","$44,379","$46,379","$48,379","$449,044"
,Houston,"$15,305","$15,805","$16,305","$16,805","$17,305","$17,805","$18,305","$18,805","$19,305","$19,805","$20,305","$20,805","$216,662"
,Total,"$42,184","$44,184","$46,684","$49,184","$51,684","$54,184","$56,684","$59,184","$61,684","$64,184","$66,684","$69,184","$665,706"
,Forecast,"$39,222","$40,522","$41,822","$43,122","$44,922","$46,722","$48,522","$50,322","$51,622","$52,922","$54,222","$55,522","$569,464"
,,,"$2,000","$2,500","$2,500","$2,500","$2,500","$2,500","$2,500","$2,500","$2,500","$2,500","$2,500"
,,,2.32%,2.75%,2.61%,2.48%,2.36%,2.25%,2.16%,2.07%,1.99%,1.91%,1.84%
,Sales,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,YTD
Charlotte,Actuals,"$26,879","$28,379","$30,379","$32,379","$34,379","$36,379","$38,379","$40,379","$42,379","$44,379","$46,379","$48,379","$449,044"
,Forecast,"$20,440","$21,740","$23,040","$24,340","$26,140","$27,940","$29,740","$31,540","$32,840","$34,140","$35,440","$36,740","$344,080"
,,,"$1,500","$2,000","$2,000","$2,000","$2,000","$2,000","$2,000","$2,000","$2,000","$2,000","$2,000"
,,monthly movement,2.71%,3.40%,3.19%,3.00%,2.83%,2.68%,2.54%,2.42%,2.31%,2.20%,2.11%,,AVE
,,% to goal,130.54%,131.85%,133.03%,131.52%,130.20%,129.05%,128.02%,129.05%,129.99%,130.87%,131.68%,,130.38%
,Sales,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,YTD
Houston,Actuals,"$15,305","$15,805","$16,305","$16,805","$17,305","$17,805","$18,305","$18,805","$19,305","$19,805","$20,305","$20,805","$216,662"
,Forecast,"$18,782","$18,782","$18,782","$18,782","$18,782","$18,782","$18,782","$18,782","$18,782","$18,782","$18,782","$18,782","$225,384"
,,,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500,$500
,,monthly movement,1.61%,1.56%,1.51%,1.47%,1.42%,1.38%,1.35%,1.31%,1.28%,1.25%,1.22%
,,% to goal,84.15%,86.81%,89.47%,92.14%,94.80%,97.46%,100.12%,102.79%,105.45%,108.11%,110.77%
,,,outlier?
,,,,,,5216 on 11/5/24,7419 on 11/11,9379 on 11/18,10734 on 11/25,11484 on 11/29,12004 on 11/30
,,,,,,6107 on 12/5,7429 on 12/11,10002 on 12/18,10700 on 12/22,11894 on 12/28,12743 on 12/31
,,,,,,8848 on 1/8,9783 on 1/11,11513 on 1/18 ,on 1/24,on 12/27,14200 on 1/31






,,,,,,Jovie : 
,,,,,,Can I see what these charts would look like if we overlayed 2024 sales as a third line?
,,,,,,So hopefully people see how drastically our change has been in a year?





,,,,,,"What if for solo props we shpw the last 6 months and next 6 months - so people see the growth and trendline and recent success, so the starting values might be higher to show the most helpful looking charts"
