,,,,,"Printed on Saturday, February 1, 2025 11:21:47AM",,,1/ 1
Management Summary
"Friday, January 31, 2025"
,"L030 - Rethink Self Storage - Mt. Holly, 108 Rush St, Mt Holly NC 28120"
,Daily,Month-To-Date,Fiscal YTD,,"As of Friday, January 31, 2025"
From,Jan-31-2025,Jan-01-2025,Jan-01-2025,Occupancy,Units,%Units,Area,%Area
To,Jan-31-2025,Jan-31-2025,Jan-31-2025,Occupied,171,70.10%,"28,093",74.90%
Deposits,,,,Vacant*,68,27.90%,"8,787",23,%
Cash,0,0,0,Unrentable,5,2.00%,610,1.6,%
Check,0,0,0,Complimentary,0,,0
ACH Debit,0,"9,598.00","9,598.00",Total,244,100.00%,"37,489",100.00%
Debit Card,0,0,0
Charge Card,461.9,"17,280.64","17,280.64",Waiting List,1,Autobilled**,146
SubTotal,461.9,"26,878.64","26,878.64",Overlocked**,2,Insurance**,0,Per Area
Misc Deposit,0,0,0,Gross Potential Rates,1,,"35,181",100.00%,,0.94
Total,461.9,"26,878.64","26,878.64",Gross Unrentable Unit Rates,,,570,1.60%,,0.93
Payment Receipts,,,,Gross Vacant Unit Rates,,,"8,557",24.30%,,0.97
,,,,Gross Occupied Unit Rates,,,"26,054",74.10%,,0.93
,(Note: Receipts will only match deposits made within the same period.
,,,,Gross Complimentary Unit Rates,,,0,0.00%,,0
,Deposits are based on fiscal dates. Receipts are calendar based.),,,Actual Occupied Unit Rates,2,,"25,604",72.80%,,0.91
Rent,317,"23,469.74","23,469.74",Occupied Rate Variance,,,450,1.30%,,0.02
Recurring,39,"1,764.44","1,764.44",,,3
,,,,Effective Rate after Concessions,,,"24,063",68.40%,,0.86
Late Fee,30.9,355.85,355.85
NSF Fee,0,0,0,Unpaid Charges (Current tenants)
Admin Fee,0,300,300,Days,Amount,Units,%Units,%GrossPot,%Actual
Insurance,0,12,12,0-10,90.00,0,0,0.3,,0.4
Other,75,976.61,976.61,11-30,"1,528.15",2,1.2,4.3,,6
Misc Deposit,0,0,0,31-60,462.75,1,0.6,1.3,,1.8
Security Deposit,0,0,0,61-90,758.75,2,1.2,2.2,,3
Merchandise,0,0,0,91-120,670.75,0,0,1.9,,2.6
Tax 1,0,0,0,121-180,546.25,1,0.6,1.6,,2.1
Tax 2,0,0,0,181-360,241,1,0.6,0.7,,0.9
Total,461.9,"26,878.64","26,878.64",>360,0,0,0,0,,0
,,,,Total,"4,297.65",7,4.1,12.2,,16.8
Collections,(Receipts collected towards rent and late fees.)
,,,,Delinquency (Current tenants >30 days
Prepaid Rent,115,589.5
Current Rent,202,"22,603.24",,Rent,"1,084.50",4,2.3,3.1,,4.2
Past Due Rent,0,277,,Other,"1,595.00"
,,,,Taxes,0
Total,317,"23,469.74"
,,,,Total,"2,679.50"
Current Late Fee,30.9,266.85,,Liabilities,,Units,Amount
Past Due Late Fee,0,89,,Prepaid Rent,,11,589.5
Total,30.9,355.85,,Prepaid Insurance,,0,0
,,,,Prepaid Recurring Charges,,7,52
NSF Reversals,0,0,0,Security Deposits (Cash),,2,"10,000.00"
,0,0,0
,,,,Rent Last Change,Units,,,Rent Variances,Units
Concessions,(Credits Issued),,,0 - 6 Months,147,,,< 0%,49
Rent,0,91.5,91.5,6 - 12 Months,24,,,0 - 15%,98
Rent (Bad Debt),0,0,0,12 - 18 Months,0,,,15 - 30%,10
Late Fees,0,30,30,18 - 24 Months,0,,,30 - 50%,8
Taxes,0,0,0,> 24 Months,0,,,> 50%,6
Other,0,214,214,Total,171,,,Total,171
Total,0,335.5,335.5
Discounts,(Variances from standard rates.),,,Owners' Alert,,,Total,Tenants
Rent (Expiring),0,"1,449.50","1,449.50",Standard rates unchanged > 360 days,,,0,Occupied,171
Rent (Non-Expiring),0,77.5,77.5,Tenants rates unchanged > 360 days,,,0,Insurance,0,0%
,,,,Days with payments and no daily close,,,0,ACH Billed,4,2%
Bad Debts,0,"3,046.00","3,046.00",Backdated payments,,,0
,,,,,,,,Credit Card,99,58%
Activity,,,,Backdated charges,,,1,Paid Online,38,22%
,,,,Deleted payments,,,0
Move-Ins,0,16,16
Insurance,0,0,0,Deleted charges,,,0
Move-Outs,1,13,13,Deleted units,,,0,Insurance
Transfers,0,0,0,Unit size changes,,,0,Premiums,,0
Rented Area Increase,-55,615,615,Program defaults changes,,,0,Coverage,,0.00
Collection Notes,0,58,58,Report Explanation
Auctions,0,0,0,(*) Vacancies do not include unrentable units.
Leads,,,,,(**) Reported values reflect the current tenant status.
SpareFoot Leads,0,8,8,,(1) Gross Pot. Rent = sum of Std.Rental Rates as of the report date
Phone Leads,0,7,7,,(2) Actual Occ Rate = sum of actual rental rates for occupied units
Web Leads,0,7,7,,(3) Effective Rate = Actual Occupied Rate - Credits Issued (Rent) -
Walk-In Leads,0,0,0,,- Expiring Discounts
Leads Converted,0,15,15,,(4) Leads Converted is a count of unique tenant move-ins
