
,,,,"Printed on Tuesday, July 1, 2025",,2:00:09 PM,,,1/ 1
Management Summary
"Monday, June 30, 2025"
,"L030 - Rethink Self Storage - Mt. Holly, 108 Rush St, Mt Holly NC 28120"
,Daily,Month-To-Date,Fiscal YTD,,,"As of Monday, June 30, 2025"
From,Jun-30-2025,Jun-01-2025,Jan-01-2025,Occupancy,,Units,%Units,Area,%Area
To,Jun-30-2025,Jun-30-2025,Jun-30-2025,Occupied,,190,69.60%,"30,597",77.10%
Deposits,,,,Vacant*,,79,28.90%,"8,798",22.2,%
Cash,0,"1,600.00","4,150.00",Unrentable,,4,1.50%,305,0.8,%
Check,0,0,0,Complimentary,,0,,0
ACH Debit,0,"9,718.50","57,974.50",Total,,273,100.00%,"39,699",100.00%
Debit Card,0,0,0
Charge Card,447,"20,775.77",#######,Waiting List,3,Autobilled**,,157
SubTotal,447,"32,094.27",#######,Overlocked**,0,Insurance**,,0,Per Area
Misc Deposit,0,0,0,Gross Potential Rates,1,,"39,070",100.00%,0.98
Total,447,"32,094.27",#######,Gross Unrentable Unit Rates,,,314,0.80%,1.03
Payment Receipts,,,,Gross Vacant Unit Rates,,,"8,110",20.80%,0.92
,,,,Gross Occupied Unit Rates,,,"30,646",78.40%,1
,(Note: Receipts will only match deposits made within the same period.
,,,,Gross Complimentary Unit Rates,,,0,0.00%,0
,Deposits are based on fiscal dates. Receipts are calendar based.),,,Actual Occupied Unit Rates,2,,"30,090",77.00%,0.98
Rent,312.4,"27,996.02",#######,Occupied Rate Variance,,,557,1.40%,0.02
Recurring,39.43,"1,844.80","10,304.51",,,3
,,,,Effective Rate after Concessions,,,"26,821",68.70%,0.88
Late Fee,15,749.75,"2,854.20"
NSF Fee,0,0,0,Unpaid Charges (Current tenants)
Admin Fee,25,400,"2,475.00",Days,Amount,Units,%Units,%GrossPot,%Actual
Insurance,0,0,12,0-10,120.00,0,0,0.3,0.4
Other,55.17,"1,103.70","6,711.20",11-30,"1,072.50",5,2.6,2.7,3.6
Misc Deposit,0,0,0,31-60,314,1,0.5,0.8,1
Security Deposit,0,0,0,61-90,193,0,0,0.5,0.6
Merchandise,0,0,0,91-120,190,0,0,0.5,0.6
Tax 1,0,0,0,121-180,33,1,0.5,0.1,0.1
Tax 2,0,0,0,181-360,0,0,0,0,0
Total,447,"32,094.27",#######,>360,0,0,0,0,0
,,,,Total,"1,922.50",7,3.7,4.9,6.4
Collections,(Receipts collected towards rent and late fees.)
,,,,Delinquency (Current tenants >30 days
Prepaid Rent,250,"1,247.30"
Current Rent,62.4,"25,722.72",,Rent,71,1,0.5,0.2,0.2
Past Due Rent,0,"1,026.00",,Other,659
,,,,Taxes,0
Total,312.4,"27,996.02"
,,,,Total,730
Current Late Fee,15,276.75,,Liabilities,,Units,Amount
Past Due Late Fee,0,473,,Prepaid Rent,,12,893
Total,15,749.75,,Prepaid Insurance,,0,0
,,,,Prepaid Recurring Charges,,10,82
NSF Reversals,0,0,0,Security Deposits (Cash),,2,"10,000.00"
,0,244.8,411.14
,,,,Rent Last Change,Units,,,Rent Variances,Units
Concessions,(Credits Issued),,,0 - 6 Months,144,,,< 0%,81
Rent,0,111.5,510.57,6 - 12 Months,42,,,0 - 15%,68
Rent (Bad Debt),0,0,0,12 - 18 Months,4,,,15 - 30%,28
Late Fees,0,93.9,245.85,18 - 24 Months,0,,,30 - 50%,12
Taxes,0,0,0,> 24 Months,0,,,> 50%,1
Other,0,116,656.15,Total,190,,,Total,190
Total,0,321.4,"1,412.57"
Discounts,(Variances from standard rates.),,,Owners' Alert,,,Total,Tenants
Rent (Expiring),0,"3,156.86","11,852.17",Standard rates unchanged > 360 days,,,6,Occupied,190
Rent (Non-Expiring),0,15,108.5,Tenants rates unchanged > 360 days,,,4,Insurance,0,0%
,,,,Days with payments and no daily close,,,0,ACH Billed,4,2%
Bad Debts,18,"6,429.15","13,902.99",Backdated payments,,,0
,,,,,,,,Credit Card,114,60%
Activity,,,,Backdated charges,,,0,Paid Online,41,22%
,,,,Deleted payments,,,3
Move-Ins,2,18,106
Insurance,0,0,0,Deleted charges,,,1
Move-Outs,2,17,84,Deleted units,,,0,Insurance
Transfers,1,1,4,Unit size changes,,,0,Premiums,,0
Rented Area Increase,-30,24,"3,119",Program defaults changes,,,0,Coverage,,0
Collection Notes,0,39,350,Report Explanation
Auctions,0,0,0,(*) Vacancies do not include unrentable units.
Leads,,,,,(**) Reported values reflect the current tenant status.
SpareFoot Leads,1,4,16,,(1) Gross Pot. Rent = sum of Std.Rental Rates as of the report date
Phone Leads,0,4,21,,(2) Actual Occ Rate = sum of actual rental rates for occupied units
Web Leads,0,8,59,,(3) Effective Rate = Actual Occupied Rate - Credits Issued (Rent) -
Walk-In Leads,0,7,32,,- Expiring Discounts
Leads Converted,2,17,98,,(4) Leads Converted is a count of unique tenant move-ins
