

,,,,"Printed on Friday, September 5, 2025",,,6:12:07 AM,,1/ 1
Management Summary
"Sunday, August 31, 2025"
,"L030 - Rethink Self Storage - Mt. Holly, 108 Rush St, Mt Holly NC 28120"
,Daily,Month-To-Date,Fiscal YTD,,,"As of Sunday, August 31, 2025"
From,Aug-31-2025,Aug-01-2025,Jan-01-2025,Occupancy,,Units,%Units,Area,%Area
To,Aug-31-2025,Aug-31-2025,Aug-31-2025,Occupied,213,78.00%,"32,314",81.40%
Deposits,,,,Vacant*,57,20.90%,"7,130",18,%,%
Cash,0,0,"4,150.00",Unrentable,3,1.10%,260,0.7,%,%
Check,0,0.00,0.00,Complimentary,0,,0
ACH Debit,0,"9,718.50","77,411.50",Total,273,100.00%,"39,704",100.00%
Debit Card,0,0.00,0
Charge Card,358,"23,376.24",#######,Waiting List,2,Autobilled**,,174
SubTotal,358,"33,094.74",#######,Overlocked**,0,Insurance**,,0,Per Area
Misc Deposit,0,0.00,0,Gross Potential Rates,1,,,"35,840",100.00%,,0.9
Total,358,"33,094.74",#######,Gross Unrentable Unit Rates,,,,213,0.60%,,0.82
Payment Receipts,,,,Gross Vacant Unit Rates,,,,"6,541",18.30%,,0.92
,,,,Gross Occupied Unit Rates,,,,"29,086",81.20%,,0.9
,(Note: Receipts will only match deposits made within the same period.
,,,,Gross Complimentary Unit Rates,,,,0,0.00%,,0
,Deposits are based on fiscal dates. Receipts are calendar based.),,,Actual Occupied Unit Rates,2,,,"30,921",86.30%,,0.96
Rent,330.00,"28,903.59",#######,Occupied Rate Variance,,,,"-1,835",-5.10%,,-0.06
Recurring,13,"2,184.34","14,404.38",,,3
,,,,Effective Rate after Concessions,,,,"28,294",79.00%,,0.88
Late Fee,0,325.3,"3,467.60"
NSF Fee,0,0,0.00,Unpaid Charges (Current tenants)
Admin Fee,0,575,"3,675.00",Days,Amount,Units,%Units,%GrossPot,,%Actual
Insurance,0,0,12.00,0-10,60.00,0,0,,0.2,,0.2
Other,15,"1,106.51","8,775.14",11-30,"1,284.52",5,2.3,,3.6,,4.2
Misc Deposit,0,0,0,31-60,368,0,0,,1,,1.2
Security Deposit,0,0,0,61-90,304,0,0,,0.8,,1
Merchandise,0,0,0,91-120,196,2,0.9,,0.5,,0.6
Tax 1,0,0,0,121-180,0,0,0,,0,,0
Tax 2,0.00,0.00,0,181-360,0,0,0,,0,,0
Total,358,"33,094.74",#######,>360,0.00,0,0,,0,,0
,,,,Total,"2,212.52",7,3.3,,6.1,,7.1
Collections,(Receipts collected towards rent and late fees.)
,,,,Delinquency (Current tenants >30 days
Prepaid Rent,330.00,"1,347.09"
Current Rent,0,"27,400.50",,Rent,320,2,0.9,,0.9,,1
Past Due Rent,0,156,,Other,548
,,,,Taxes,0
Total,330,"28,903.59"
,,,,Total,868.00
Current Late Fee,0,295.3,,Liabilities,,Units,,Amount
Past Due Late Fee,0,30,,Prepaid Rent,,16,,"1,186.00"
Total,0,325.3,,Prepaid Insurance,,0,,0
,,,,Prepaid Recurring Charges,,11,,138.00
NSF Reversals,0,1,1,Security Deposits (Cash),,2,,"10,000.00"
,0,672,"1,083.14"
,,,,Rent Last Change,Units,,,Rent Variances,,Units
Concessions,(Credits Issued),,,0 - 6 Months,132,,,,< 0%,108
Rent,0,463.85,"1,234.42",6 - 12 Months,76,,,,0 - 15%,86
Rent (Bad Debt),0,0,0,12 - 18 Months,5,,,,15 - 30%,16
Late Fees,0,468.5,810.65,18 - 24 Months,0,,,,30 - 50%,2
Taxes,0,0,0,> 24 Months,0,,,,> 50%,1
Other,0,299.69,978.84,Total,213,,,,Total,213
Total,0,"1,232.04","3,023.91"
Discounts,(Variances from standard rates.),,,Owners' Alert,,,Total,Tenants
Rent (Expiring),0,"2,162.86","16,712.87",Standard rates unchanged > 360 days,,,14,Occupied,,213
Rent (Non-Expiring),0,0,108.5,Tenants rates unchanged > 360 days,,,5,Insurance,,0,0%
,,,,Days with payments and no daily close,,,0,ACH Billed,,3,1%
Bad Debts,0,0,"15,445.99",Backdated payments,,,0
,,,,,,,,Credit Card,,133,62%
Activity,,,,Backdated charges,,,0,Paid Online,,46,22%
,,,,Deleted payments,,,0
Move-Ins,1,28,156
Insurance,0,0,0,Deleted charges,,,8
Move-Outs,0,11,111,Deleted units,,,0,Insurance
Transfers,0,7,16,Unit size changes,,,0,Premiums,,,0
Rented Area Increase,100,"1,485","4,838",Program defaults changes,,,0,Coverage,,,0
Collection Notes,0,37,405,Report Explanation
Auctions,0,0,0,(*) Vacancies do not include unrentable units.
Leads,,,,,(**) Reported values reflect the current tenant status.
SpareFoot Leads,0,10,32,,(1) Gross Pot. Rent = sum of Std.Rental Rates as of the report date
Phone Leads,0,4,29,,(2) Actual Occ Rate = sum of actual rental rates for occupied units
Web Leads,0,9,82,,(3) Effective Rate = Actual Occupied Rate - Credits Issued (Rent) -
Walk-In Leads,0,9,50,,- Expiring Discounts
Leads Converted,1,27,146,,(4) Leads Converted is a count of unique tenant move-ins
