,,Sales,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Charlotte,Actuals,$0,"$2,500.00",,,,,,,,,,,,Expense Hamshire,,Expense Mt Holly
,,Forecast,$0,$870,"$3,480","$5,220","$6,960","$8,700","$10,440","$12,180","$13,920","$15,660","$17,400","$19,140", ,mortgage,11500,mortgage,12500
,,,,,,,,,,,,,,,,taxes,1500,taxes,1500
,,Sales,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,,electric,600,electric,1400
,Houston,Actuals,"$10,000",,,,,,,,,,,,,BOTG/landscaping,500,BOTG/landscaping,500
,,Forecast,"$5,023","$5,351","$11,575","$12,449","$13,322","$14,196","$15,070","$15,943","$16,817","$17,690","$18,127","$18,782",,prop management,1200,prop management,2000

,,Sales,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,,repair,500,repair,500
,Rethink,Charotte,$0,"$3,000","$7,267","$7,827","$9,751","$13,105","$12,903","$15,549","$18,162","$22,179","$23,214","$25,823",,marketing,500,sparefoot/google,1500
,,Houston,"$12,533","$9,908","$8,586","$13,345","$10,114","$10,974","$11,074","$11,404","$10,153","$11,255","$12,005","$12,868",,total,16300,wifi/water/gas,300
,,Forecast,"$5,023","$6,221","$15,055","$17,669","$20,282","$22,896","$25,510","$28,123","$30,737","$33,350","$35,527","$37,922",,,,total,20200
,,,,,,,,,,,,19335 on 10/6 mt holly,19963 on 10/14,20153 on 10/17,20153 on 10/18,20743 on 10/20,20744 on 10/21,20861 on 10/23,20995 on 10/25,20995 on 10/27
,,,,,,,,,,,,,,,,,,,,,,,,,,,NEED TO GET TO $56k INCOME TO FEEL GOOD,,,"-$8,575","-$11,103","-$16,568",,NEED TO GET TO $56k INCOME TO FEEL GOOD,,,,,"-$9,402","-$8,202","-$7,002","-$5,802","-$4,602","-$3,402","-$2,202","-$1,002",$198,"$1,398","$2,598","$3,798"
,,GOAL +/-,"$7,510","$6,687",$798,,,,,,,,,,,,,,,GOAL +/-,kevin says year end $46k /mo,kevin says $45k/mo,kevin says 3/1 38k low and 42k base case for year end revenue december,kevin said 70$ chance of $41k by december - may-july builds to $35k and starts to slow down in august time,,,,,,"30k, dec 31k-32k , 36k w the warehouse in december - then next year maybe 1000 per month","2026- adding 8 net new customers per month, plus 5% increases a few times, so $900-1000 per month increase should be very doable- ie 100 net new customers next year",,"$513,942",,,,,,36000 to the end of year at 49k and storage is 40 of the 49k,,,net 80 rentals
,2024,Sales,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,YTD,,,,2025,Sales,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,YTD,YoY%,,,2026,Sales,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,YTD,,,,2027,Sales,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,YTD,,,,2028,Sales,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,YTD
,Rethink,Charlotte,$0,"$3,000","$7,267","$7,827","$9,751","$13,105","$12,903","$15,549","$18,162","$22,179","$23,214","$25,823","$158,780",,,,Rethink,Charlotte,"$26,879","$27,027","$31,272","$29,924","$29,455","$32,094","$31,112","$33,095","$25,431","$31,395","$28,212","$26,134","$352,030",221.7%,,,Rethink,Charlotte,"$33,000","$33,900","$34,800","$35,700","$36,600","$37,500","$38,400","$39,300","$40,200","$41,100","$42,000","$42,900","$455,400",,,,Rethink,Charlotte,"$43,800","$44,700","$45,600","$46,500","$47,400","$48,300","$49,200","$50,100","$51,000","$51,900","$52,800","$53,700","$585,000",,,,Rethink,Charlotte,"$54,600","$55,500","$56,400","$57,300","$58,200","$59,100","$60,000","$60,900","$61,800","$62,700","$63,600","$64,500","$714,600"
,,Houston,"$12,533","$9,908","$8,586","$13,345","$10,114","$10,974","$11,074","$11,404","$10,153","$11,255","$12,005","$12,868","$134,219",,,,,Houston,"$15,305","$15,730","$17,072","$15,128","$15,504","$15,089","$15,254","$16,075","$15,478","$16,030","$16,685","$13,298","$186,648",139.1%,,,,Houston,"$13,598","$13,898","$14,198","$14,498","$14,798","$15,098","$15,398","$15,698","$15,998","$16,298","$16,598","$16,898","$182,981",,,,,Houston,"$17,198","$17,498","$17,798","$18,098","$18,398","$18,698","$18,998","$19,298","$19,598","$19,898","$20,198","$20,498","$226,181",,,,,Houston,"$20,498","$20,798","$21,098","$21,398","$21,698","$21,998","$22,298","$22,598","$22,898","$23,198","$23,498","$23,798","$265,781"
,,Total,"$12,533","$12,908","$15,853","$21,172","$19,865","$24,079","$23,977","$26,953","$28,316","$33,434","$35,218","$38,692","$292,999",,,,,Total,"$42,184","$42,757","$48,344","$45,051","$44,959","$47,183","$46,366","$49,170","$40,909","$47,425","$44,897","$39,432","$538,677",183.8%,,,,Total,"$46,598","$47,798","$48,998","$50,198","$51,398","$52,598","$53,798","$54,998","$56,198","$57,398","$58,598","$59,798","$638,381",,,,,Total,"$60,998","$62,198","$63,398","$64,598","$65,798","$66,998","$68,198","$69,398","$70,598","$71,798","$72,998","$74,198","$811,181",,,,,Total,"$75,098","$76,298","$77,498","$78,698","$79,898","$81,098","$82,298","$83,498","$84,698","$85,898","$87,098","$88,298","$980,381"
,,Forecast,"$5,023","$6,221","$15,055","$17,669","$20,282","$22,896","$25,510","$28,123","$30,737","$33,350","$35,527","$37,922","$278,315",,,,,Forecast,"$39,222","$40,522","$41,822","$43,122","$44,922","$46,722","$48,522","$50,322","$51,622","$52,922","$54,222","$55,522","$569,464",204.6%,,,,Forecast,"$56,422","$57,322","$58,222","$59,122","$60,022","$60,922","$61,822","$62,722","$63,622","$64,522","$65,422","$66,322","$736,464",,,,,Forecast,"$67,222","$68,122","$69,022","$69,922","$70,822","$71,722","$72,622","$73,522","$74,422","$75,322","$76,222","$77,122","$866,064",,,,,Forecast,"$86,722","$86,722","$86,722","$86,722","$86,722","$86,722","$86,722","$86,722","$86,722","$86,722","$86,722","$86,722","$1,040,664"
,,,,$375,"$2,945","$5,319","-$1,307","$4,214",-$102,"$2,976","$1,363","$5,118","$1,785","$3,473",,,,,,,,,,,,,,,,,,,,,,,,,,"$1,200","$1,200","$1,200","$1,200","$1,200","$1,200","$1,200","$1,200","$1,200","$1,200","$1,200",,,,,,,,"$1,200","$1,200","$1,200","$1,200","$1,200","$1,200","$1,200","$1,200","$1,200","$1,200","$1,200"
,,,,1.47%,10.24%,14.37%,-3.18%,9.59%,-0.21%,5.84%,2.47%,8.29%,2.60%,4.70%,,,,,,,,,,,,,,,,,,,,,,,,,,1.27%,1.24%,1.21%,1.18%,1.15%,1.13%,1.10%,1.08%,1.06%,1.03%,1.01%,,,,,,,,0.97%,0.96%,0.94%,0.92%,0.90%,0.89%,0.87%,0.86%,0.84%,0.83%,0.82%
,2024,Sales,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,YTD,,,,2025,Sales,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,YTD,,,,2026,Sales,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,YTD,,,,2027,Sales,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,YTD,,,,2028,Sales,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,YTD
,Charlotte,Actuals,$0,"$3,000","$7,267","$7,827","$9,751","$13,105","$12,903","$15,549","$18,162","$22,179","$23,214","$25,823","$158,780",,,,Charlotte,Actuals,"$26,879","$27,027","$31,272","$29,924","$29,455","$32,094","$31,112","$33,095","$25,431","$31,395","$28,212","$26,134","$352,030",,,,Charlotte,Actuals,"$33,000","$33,900","$34,800","$35,700","$36,600","$37,500","$38,400","$39,300","$40,200","$41,100","$42,000","$42,900","$455,400","$5,161,200",,,Charlotte,Actuals,"$43,800","$44,700","$45,600","$46,500","$47,400","$48,300","$49,200","$50,100","$51,000","$51,900","$52,800","$53,700","$585,000","$6,630,000",,,Charlotte,Actuals,"$54,600","$55,500","$56,400","$57,300","$58,200","$59,100","$60,000","$60,900","$61,800","$62,700","$63,600","$64,500","$714,600","$8,098,800"
,,Forecast,$0,$870,"$3,480","$5,220","$6,960","$8,700","$10,440","$12,180","$13,920","$15,660","$17,400","$19,140","$113,970",,,,,Forecast,"$20,440","$21,740","$23,040","$24,340","$26,140","$27,940","$29,740","$31,540","$32,840","$34,140","$35,440","$36,740","$344,080",,,,,Forecast,"$37,640","$38,540","$39,440","$40,340","$41,240","$42,140","$43,040","$43,940","$44,840","$45,740","$46,640","$47,540","$511,080","$5,792,240",,,,Forecast,"$48,440","$49,340","$50,240","$51,140","$52,040","$52,940","$53,840","$54,740","$55,640","$56,540","$57,440","$58,340","$640,680","$7,261,040",,,,Forecast,"$58,340","$59,240","$60,140","$61,040","$61,940","$62,840","$63,740","$64,640","$65,540","$66,440","$67,340","$68,240","$759,480","$8,607,440"
